0	1
0.00173287	0.99654
0.00346574	0.993092
0.0051986	0.989657
0.00693147	0.986233
0.00866434	0.982821
0.0103972	0.97942
0.0121301	0.976032
0.0138629	0.972655
0.0155958	0.96929
0.0173287	0.965936
0.0190615	0.962594
0.0207944	0.959264
0.0225273	0.955945
0.0242602	0.952638
0.025993	0.949342
0.0277259	0.946058
0.0294588	0.942785
0.0311916	0.939523
0.0329245	0.936272
0.0346574	0.933033
0.0363902	0.929805
0.0381231	0.926588
0.039856	0.923382
0.0415888	0.920188
0.0433217	0.917004
0.0450546	0.913831
0.0467874	0.91067
0.0485203	0.907519
0.0502532	0.904379
0.051986	0.90125
0.0537189	0.898132
0.0554518	0.895025
0.0571846	0.891929
0.0589175	0.888843
0.0606504	0.885768
0.0623832	0.882703
0.0641161	0.879649
0.065849	0.876606
0.0675819	0.873573
0.0693147	0.870551
0.0710476	0.867539
0.0727805	0.864537
0.0745133	0.861546
0.0762462	0.858565
0.0779791	0.855595
0.0797119	0.852635
0.0814448	0.849685
0.0831777	0.846745
0.0849105	0.843816
0.0866434	0.840896
0.0883763	0.837987
0.0901091	0.835088
0.091842	0.832199
0.0935749	0.82932
0.0953077	0.82645
0.0970406	0.823591
0.0987735	0.820742
0.100506	0.817902
0.102239	0.815072
0.103972	0.812252
0.105705	0.809442
0.107438	0.806642
0.109171	0.803851
0.110904	0.80107
0.112636	0.798298
0.114369	0.795536
0.116102	0.792784
0.117835	0.790041
0.119568	0.787308
0.121301	0.784584
0.123034	0.78187
0.124766	0.779165
0.126499	0.776469
0.128232	0.773782
0.129965	0.771105
0.131698	0.768438
0.133431	0.765779
0.135164	0.76313
0.136897	0.760489
0.138629	0.757858
0.140362	0.755236
0.142095	0.752623
0.143828	0.750019
0.145561	0.747425
0.147294	0.744839
0.149027	0.742262
0.15076	0.739694
0.152492	0.737135
0.154225	0.734584
0.155958	0.732043
0.157691	0.72951
0.159424	0.726986
0.161157	0.724471
0.16289	0.721965
0.164622	0.719467
0.166355	0.716978
0.168088	0.714497
0.169821	0.712025
0.171554	0.709562
0.173287	0.707107
0.17502	0.70466
0.176753	0.702222
0.178485	0.699793
0.180218	0.697372
0.181951	0.694959
0.183684	0.692555
0.185417	0.690159
0.18715	0.687771
0.188883	0.685391
0.190615	0.68302
0.192348	0.680657
0.194081	0.678302
0.195814	0.675955
0.197547	0.673617
0.19928	0.671286
0.201013	0.668964
0.202746	0.666649
0.204478	0.664343
0.206211	0.662044
0.207944	0.659754
0.209677	0.657471
0.21141	0.655197
0.213143	0.65293
0.214876	0.650671
0.216608	0.64842
0.218341	0.646176
0.220074	0.643941
0.221807	0.641713
0.22354	0.639493
0.225273	0.63728
0.227006	0.635075
0.228739	0.632878
0.230471	0.630689
0.232204	0.628507
0.233937	0.626332
0.23567	0.624165
0.237403	0.622006
0.239136	0.619854
0.240869	0.617709
0.242602	0.615572
0.244334	0.613442
0.246067	0.61132
0.2478	0.609205
0.249533	0.607097
0.251266	0.604997
0.252999	0.602904
0.254732	0.600818
0.256464	0.598739
0.258197	0.596668
0.25993	0.594604
0.261663	0.592546
0.263396	0.590496
0.265129	0.588453
0.266862	0.586417
0.268595	0.584389
0.270327	0.582367
0.27206	0.580352
0.273793	0.578344
0.275526	0.576343
0.277259	0.574349
0.278992	0.572362
0.280725	0.570382
0.282457	0.568408
0.28419	0.566442
0.285923	0.564482
0.287656	0.562529
0.289389	0.560583
0.291122	0.558644
0.292855	0.556711
0.294588	0.554785
0.29632	0.552865
0.298053	0.550953
0.299786	0.549046
0.301519	0.547147
0.303252	0.545254
